X,Y,Z,RX,RY,RZ
-164.702,-460.441,605.707,179.979,0.562,41.951
-164.702,-460.441,605.707,179.979,0.562,41.951
-164.702,-460.441,605.707,179.979,0.562,41.951
-157.828,-463.387,601.306,179.973,0.593,42.513
-157.828,-463.387,601.306,179.973,0.593,42.513
-157.828,-463.387,601.306,179.973,0.593,42.513
-153.16,-465.28,598.366,179.972,0.609,42.868
-153.16,-465.28,598.366,179.972,0.609,42.868
-153.16,-465.28,598.366,179.972,0.609,42.868
-146.215,-467.98,593.904,179.968,0.637,43.338
-146.215,-467.98,593.904,179.968,0.637,43.338
-141.736,-469.649,590.978,179.963,0.657,43.605
-141.736,-469.649,590.978,179.963,0.657,43.605
-135.006,-472.084,586.593,179.951,0.695,43.955
-135.006,-472.084,586.593,179.951,0.695,43.955
-130.596,-473.558,583.536,179.95,0.706,44.147
-130.596,-473.558,583.536,179.95,0.706,44.147
-130.596,-473.558,583.536,179.95,0.706,44.147
-124.081,-475.696,579.163,179.934,0.744,44.372
-124.081,-475.696,579.163,179.934,0.744,44.372
-119.864,-476.981,576.169,179.929,0.76,44.482
-119.864,-476.981,576.169,179.929,0.76,44.482
-119.864,-476.981,576.169,179.929,0.76,44.482
-113.576,-478.788,571.587,179.923,0.78,44.598
-113.576,-478.788,571.587,179.923,0.78,44.598
-107.091,-480.565,566.885,179.909,0.811,44.669
-107.091,-480.565,566.885,179.909,0.811,44.669
-102.747,-481.672,563.712,179.899,0.831,44.696
-102.747,-481.672,563.712,179.899,0.831,44.696
-102.747,-481.672,563.712,179.899,0.831,44.696
-95.957,-483.329,558.843,179.874,0.876,44.712
-95.957,-483.329,558.843,179.874,0.876,44.712
-91.297,-484.312,555.286,179.869,0.888,44.71
-91.297,-484.312,555.286,179.869,0.888,44.71
-83.954,-485.826,549.943,179.842,0.931,44.699
-83.954,-485.826,549.943,179.842,0.931,44.699
-83.954,-485.826,549.943,179.842,0.931,44.699
-78.872,-486.741,546.19,179.828,0.953,44.693
-78.872,-486.741,546.19,179.828,0.953,44.693
-70.941,-487.94,540.182,179.815,0.976,44.676
-70.941,-487.94,540.182,179.815,0.976,44.676
-65.135,-488.713,536.022,179.804,0.993,44.698
-65.135,-488.713,536.022,179.804,0.993,44.698
-65.135,-488.713,536.022,179.804,0.993,44.698
-56.529,-489.709,529.626,179.774,1.034,44.673
-56.529,-489.709,529.626,179.774,1.034,44.673
-47.531,-490.564,523.266,179.733,1.083,44.673
-47.531,-490.564,523.266,179.733,1.083,44.673
-41.607,-490.865,518.767,179.726,1.091,44.665
-41.607,-490.865,518.767,179.726,1.091,44.665
-32.598,-491.298,512.409,179.685,1.135,44.67
-32.598,-491.298,512.409,179.685,1.135,44.67
-32.598,-491.298,512.409,179.685,1.135,44.67
-26.685,-491.43,508.241,179.663,1.158,44.685
-26.685,-491.43,508.241,179.663,1.158,44.685
-26.685,-491.43,508.241,179.663,1.158,44.685
-18.248,-491.321,502.04,179.645,1.173,44.694
-18.248,-491.321,502.04,179.645,1.173,44.694
-12.552,-491.195,498.088,179.624,1.192,44.718
-12.552,-491.195,498.088,179.624,1.192,44.718
-4.728,-490.863,492.454,179.589,1.223,44.716
-4.728,-490.863,492.454,179.589,1.223,44.716
0.457,-490.603,488.924,179.558,1.25,44.727
0.457,-490.603,488.924,179.558,1.25,44.727
7.434,-489.947,483.826,179.543,1.26,44.742
7.434,-489.947,483.826,179.543,1.26,44.742
14.153,-489.32,479.183,179.503,1.291,44.756
14.153,-489.32,479.183,179.503,1.291,44.756
18.358,-488.847,476.258,179.481,1.308,44.767
18.358,-488.847,476.258,179.481,1.308,44.767
24.323,-487.984,472.019,179.469,1.315,44.806
24.323,-487.984,472.019,179.469,1.315,44.806
27.975,-487.423,469.388,179.454,1.325,44.811
27.975,-487.423,469.388,179.454,1.325,44.811
27.975,-487.423,469.388,179.454,1.325,44.811
33.07,-486.603,465.746,179.426,1.343,44.813
33.07,-486.603,465.746,179.426,1.343,44.813
36.364,-486.036,463.49,179.412,1.351,44.839
36.364,-486.036,463.49,179.412,1.351,44.839
36.364,-486.036,463.49,179.412,1.351,44.839
40.683,-485.196,460.336,179.394,1.363,44.842
40.683,-485.196,460.336,179.394,1.363,44.842
43.364,-484.658,458.433,179.381,1.37,44.849
43.364,-484.658,458.433,179.381,1.37,44.849
47.092,-483.914,455.867,179.358,1.384,44.864
47.092,-483.914,455.867,179.358,1.384,44.864
47.092,-483.914,455.867,179.358,1.384,44.864
49.308,-483.409,454.265,179.352,1.386,44.879
49.308,-483.409,454.265,179.352,1.386,44.879
52.281,-482.771,452.225,179.333,1.397,44.894
52.281,-482.771,452.225,179.333,1.397,44.894
54.743,-482.16,450.444,179.326,1.4,44.908
54.743,-482.16,450.444,179.326,1.4,44.908
54.743,-482.16,450.444,179.326,1.4,44.908
56.233,-481.82,449.438,179.316,1.405,44.918
56.233,-481.82,449.438,179.316,1.405,44.918
58.009,-481.375,448.193,179.311,1.407,44.931
58.009,-481.375,448.193,179.311,1.407,44.931
58.97,-481.138,447.535,179.306,1.409,44.939
60.102,-480.864,446.781,179.3,1.412,44.952
60.102,-480.864,446.781,179.3,1.412,44.952
60.102,-480.864,446.781,179.3,1.412,44.952
60.658,-480.727,446.424,179.297,1.413,44.96
